Year,LEA,LEA Name,School,School Name,Assessment,Student Group,Tested Count,Proficient Count,Proficient Pct,Level 1 Pct,Level 2 Pct,Level 3 Pct,Level 4 Pct,Create Date
2023,01,Allegany,0301,Flintstone Elementary,Mathematics 03,All Students,26,5,19.2,15.4,65.4,19.2,<= 5.0,20241015
2023,01,Allegany,0301,Flintstone Elementary,Mathematics 04,All Students,31,13,41.9,12.9,45.2,35.5,6.5,20241015
2023,01,Allegany,0301,Flintstone Elementary,Mathematics 05,All Students,35,5,14.3,20.0,65.7,14.3,<= 5.0,20241015
2023,01,Allegany,0301,Flintstone Elementary, Mathematics All Grades,All Students,92,23,25.0,16.3,58.7,22.8,<= 5.0,20241015
2023,01,Allegany,0401,South Penn Elementary,Mathematics 03,All Students,62,19,30.6,25.8,43.5,24.2,6.5,20241015
2023,01,Allegany,0401,South Penn Elementary,Mathematics 04,All Students,85,13,15.3,30.6,54.1,14.1,<= 5.0,20241015
2023,01,Allegany,0401,South Penn Elementary,Mathematics 05,All Students,81,15,18.5,17.3,64.2,18.5,<= 5.0,20241015
2023,01,Allegany,0401,South Penn Elementary, Mathematics All Grades,All Students,228,47,20.6,24.6,54.8,18.4,<= 5.0,20241015
2023,01,Allegany,0402,John Humbird Elementary,Mathematics 03,All Students,35,12,34.3,28.6,37.1,31.4,<= 5.0,20241015
2023,01,Allegany,0402,John Humbird Elementary,Mathematics 04,All Students,31,5,16.1,19.4,64.5,16.1,<= 5.0,20241015
2023,01,Allegany,0402,John Humbird Elementary,Mathematics 05,All Students,32,4,12.5,25.0,62.5,12.5,<= 5.0,20241015
2023,01,Allegany,0402,John Humbird Elementary, Mathematics All Grades,All Students,98,21,21.4,24.5,54.1,20.4,<= 5.0,20241015
2023,01,Allegany,0405,Fort Hill High,Algebra 1  ,All Students,107,*,<= 5.0,57.9,40.2,<= 5.0,<= 5.0,20241015
2023,01,Allegany,0405,Fort Hill High,Algebra 2  ,All Students,92,*,<= 5.0,48.9,50.0,<= 5.0,<= 5.0,20241015
2023,01,Allegany,0405,Fort Hill High,Geometry  ,All Students,182,10,5.5,50.5,44.0,5.5,<= 5.0,20241015
2023,01,Allegany,0405,Fort Hill High, Mathematics All Grades,All Students,381,*,<= 5.0,52.2,44.4,<= 5.0,<= 5.0,20241015
2023,01,Allegany,0406,Washington Middle,Mathematics 06,All Students,178,15,8.4,43.8,47.8,6.7,<= 5.0,20241015
2023,01,Allegany,0406,Washington Middle,Mathematics 07,All Students,188,35,18.6,46.3,35.1,11.7,6.9,20241015
2023,01,Allegany,0406,Washington Middle,Mathematics 08,All Students,122,*,<= 5.0,53.3,45.9,<= 5.0,<= 5.0,20241015
2023,01,Allegany,0406,Washington Middle,Algebra 1  ,All Students,64,42,65.6,<= 5.0,32.8,65.6,<= 5.0,20241015
2023,01,Allegany,0406,Washington Middle,Geometry  ,All Students,*,*,*,*,*,*,*,20241015
2023,01,Allegany,0406,Washington Middle, Mathematics All Grades,All Students,553,94,17.0,41.8,41.2,14.1,<= 5.0,20241015
2023,01,Allegany,0502,Northeast Elementary,Mathematics 03,All Students,41,18,43.9,12.2,43.9,36.6,7.3,20241015
2023,01,Allegany,0502,Northeast Elementary,Mathematics 04,All Students,41,23,56.1,9.8,34.1,56.1,<= 5.0,20241015
2023,01,Allegany,0502,Northeast Elementary,Mathematics 05,All Students,39,16,41.0,12.8,46.2,38.5,<= 5.0,20241015
2023,01,Allegany,0502,Northeast Elementary, Mathematics All Grades,All Students,121,57,47.1,11.6,41.3,43.8,<= 5.0,20241015
2023,01,Allegany,0504,Braddock Middle,Mathematics 06,All Students,201,65,32.3,24.4,43.3,30.3,<= 5.0,20241015
